nBC,Ins,RH,s,t,avPriceFP0,avPriceFP100,avPriceFP500,avPriceCoastFront,nB,nS,nNC,nOS,nOB,nBL,nT,dBS
0.7,0,1,11,130,130793.97593123,145306.81355932,105793.11057692,294002.20652174,3968,849,244,83,4098,457,280,3119
0.7,0,1,11,131,131590.24641834,146328.15254237,106488.03365385,296379.38043478,678,876,264,85,3702,3373,266,-198
0.7,0,1,11,132,132447.08538682,147279.05508475,107056.63461538,299475.41304348,656,896,240,69,409,62,269,-240
0.7,0,1,11,133,133719.08997135,148151.43644068,107645.39423077,302759.56521739,678,927,250,72,381,25,275,-249
0.7,0,1,11,134,135049.94383954,149561.44491525,108658.18269231,306302.43478261,667,948,244,76,417,70,261,-281
0.7,0,1,11,135,137252.38968481,151531.99576271,110548.23076923,312627.38043478,688,947,237,79,398,26,269,-259
0.7,0,1,11,136,138111.88538682,152986.93644068,111444.88461538,316582.57608696,730,967,232,78,429,9,259,-237
0.7,0,1,11,137,138711.75243553,154292.5,111913.06730769,319018.5326087,739,965,247,88,463,59,267,-226
0.7,0,1,11,138,140268.17879656,155493.36864407,113044.09615385,323562.58695652,777,940,248,93,460,24,279,-163
0.7,0,1,11,139,141575.72951289,156496.35169492,113782.03365385,328484.02173913,790,930,257,90,501,58,276,-140
0.7,0,1,11,140,141614.80802292,157448.92372881,113943.75480769,330442.44565217,841,991,244,88,519,10,271,-150
0.7,0,1,11,141,142304.40114613,158098.40677966,114876.82692308,332642.42391304,876,977,255,87,552,18,289,-101
0.7,0,1,11,142,142071.35358166,157992.53813559,115041.78846154,332424.01086957,919,981,246,99,589,15,287,-62
0.7,0,1,11,143,141967.0739255,157355.78389831,114693.24519231,332571.86956522,949,989,230,88,644,13,275,-40
0.7,0,1,11,144,141775.4269341,156917.27118644,114512.60096154,332004.93478261,943,948,291,79,671,98,278,-5
0.7,0,1,11,145,142075.47277937,157256.74576271,114360.38942308,333756.70652174,879,935,253,87,654,115,289,-56
0.7,0,1,11,146,141492.84126074,155795.0720339,113525.40865385,331254.68478261,902,912,246,88,586,18,293,-10
0.7,0,1,11,147,140935.07163324,155251.35169492,113240.34134615,330066.97826087,915,888,244,79,618,26,284,27
0.7,0,1,11,148,141024.71518625,155169.02966102,113190.47115385,330838.25,930,836,232,84,630,16,285,94
0.7,0,1,11,149,141221.46475645,155544.99152542,113411.95673077,332319.68478261,968,849,253,85,649,19,281,119
0.7,0,1,11,150,141165.15071633,155451.05508475,113606.875,332594.60869565,903,867,235,75,700,107,268,36
0.7,0,1,11,151,140519.49340974,154561.66949153,113082.71153846,331040.73913043,731,878,232,70,634,205,269,-147
0.7,0,1,11,152,140214.68882521,154079.8940678,112764.67307692,330625,801,892,260,85,465,9,266,-91
0.7,0,1,11,153,140587.68137536,154362.69491525,112847.81730769,331926.52173913,812,933,247,85,536,56,265,-121
0.7,0,1,11,154,140732.02063037,154566.97033898,112487.68269231,333543.08695652,660,954,237,83,527,187,285,-294
0.7,0,1,11,155,140790.05157593,154240.41525424,112002.06730769,333711.84782609,686,949,252,81,379,26,281,-263
0.7,0,1,11,156,140928.52951289,154451.88559322,111956.38461538,334888.61956522,701,940,241,79,405,24,281,-239
0.7,0,1,11,157,141263.48653295,154837.81355932,112049.61538462,336290.34782609,785,965,272,78,443,8,258,-180
0.7,0,1,11,158,142115.72034384,156047.58474576,112356.75480769,340217,818,992,250,87,511,30,274,-174
0.7,0,1,11,159,141839.87851003,155345.16949153,111700.62019231,339701.16304348,810,971,253,88,534,65,284,-161
0.7,0,1,11,160,142114.58567335,155501.94491525,111592.65865385,341050.95652174,841,1004,258,80,520,17,290,-163
0.7,0,1,11,161,143019.21146132,155980.01694915,112030.53846154,344885.63043478,797,1003,257,92,553,105,288,-206
0.7,0,1,11,162,143418.14555874,156533.11016949,112214.50961538,346996.22826087,835,988,254,75,522,16,275,-153
0.7,0,1,11,163,143834.47106017,156587.03389831,112194.87980769,347706.66304348,862,976,223,84,560,5,275,-114
0.7,0,1,11,164,144247.65845272,157025.13135593,112323.78365385,349533.39130435,828,973,252,77,597,98,265,-145
0.7,0,1,11,165,145335.75702006,158061.77966102,112835.1875,353808.26086957,715,959,225,69,558,137,270,-244
0.7,0,1,11,166,146107.61719198,158756.15677966,113308.17788462,355904.81521739,742,961,236,69,455,18,260,-219
0.7,0,1,11,167,146119.9747851,158494.5720339,113447.82692308,355659.13043478,786,956,254,75,473,16,269,-170
0.7,0,1,11,168,146282.89512894,158341.97881356,113494.20673077,357273.75,845,960,258,61,532,6,254,-115
0.7,0,1,11,169,146111.48194842,158287.30508475,113657.12019231,356656.63043478,869,951,244,80,584,39,261,-82
0.7,0,1,11,170,146541.54498567,159025.1779661,113941.53846154,358644.17391304,793,937,227,88,590,112,279,-144
0.7,0,1,11,171,146536.12836676,159265.30932203,113799.92307692,358594.95652174,841,922,235,96,532,22,261,-81
0.7,0,1,11,172,146950.33123209,160204.51271186,114199.72115385,360957.79347826,902,957,258,83,575,14,266,-55
0.7,0,1,11,173,147494.24183381,160578.43220339,114455.26442308,362734.29347826,914,948,228,93,598,5,304,-34
0.7,0,1,11,174,147587.83495702,160983.87288136,114423.32692308,363529.80434783,873,950,258,80,651,116,263,-77
0.7,0,1,11,175,147635.16561605,160821.25847458,114284.63461538,363777.75,897,905,239,81,589,12,284,-8
0.7,0,1,11,176,147183.06017192,160202.6440678,113557.46634615,362607.79347826,864,899,254,84,624,98,273,-35
0.7,0,1,11,177,147303.33295129,160088.8220339,113176.97596154,364095.02173913,869,896,223,76,598,28,266,-27
0.7,0,1,11,178,147640.22234957,159980.91525424,112993.76442308,365446.5326087,783,934,248,73,612,150,257,-151
0.7,0,1,11,179,148435.36504298,160503.13135593,113246.16346154,367609.90217391,827,926,240,77,523,13,260,-99
0.7,0,1,11,180,147934.69111748,159737.04661017,112653.53365385,366481.20652174,875,945,235,88,557,5,270,-70
0.7,0,1,11,181,148699.69971347,160525.56355932,113142.36057692,369849.27173913,914,943,236,94,595,11,280,-29
0.7,0,1,11,182,148733.67335244,160387.98728814,112773.92788462,370187.14130435,974,944,257,78,646,7,268,30
0.7,0,1,11,183,148579.41318052,159685.01694915,112414.57211538,369354.51086957,997,926,244,69,694,10,280,71
0.7,0,1,11,184,149295.08309456,160367.27118644,112707.18269231,371788.93478261,998,915,247,66,731,46,266,83
0.7,0,1,11,185,150016.93295129,160830.04237288,112982.89903846,374132.77173913,1035,887,246,77,728,16,270,148
0.7,0,1,11,186,150746.20286533,161424.48305085,113255.68269231,377251.35869565,1052,892,223,92,770,33,265,160
0.7,0,1,11,187,151258.61318052,161819.94067797,113389.28365385,379422.57608696,965,918,234,72,808,149,244,47
0.7,0,1,11,188,151921.38911175,162632.16525424,113519.125,383249.02173913,989,932,241,92,690,34,275,57
0.7,0,1,11,189,152246.24641834,163227.50847458,113539.50961538,385517.35869565,1019,932,255,81,717,34,272,87
0.7,0,1,11,190,152977.82464183,164193.47881356,113754.09134615,389772.84782609,1025,918,238,82,741,36,278,107
0.7,0,1,11,191,153412.07335244,164635.86016949,113901.13942308,391265.75,997,897,258,84,747,92,278,100
0.7,0,1,11,192,153032.99255014,164453.88983051,113695.82211538,390827.65217391,971,939,259,88,732,108,265,32
0.7,0,1,11,193,153036.44469914,164140.27118644,113203.29326923,391210.17391304,746,916,243,88,687,272,284,-170
0.7,0,1,11,194,152544.31174785,163274.3220339,112761.1875,389655.39130435,776,951,241,98,461,24,285,-175
0.7,0,1,11,195,151324.71060172,161941.74152542,111717.73557692,385679.32608696,800,880,247,84,476,7,300,-80
0.7,0,1,11,196,150795.12664756,161544.63135593,111246.97115385,385209.58695652,828,885,241,96,551,60,249,-57
0.7,0,1,11,197,149842.85157593,160586.77118644,110328.80288462,382250.72826087,852,852,242,84,536,10,292,0
0.7,0,1,11,198,149775.53467049,160439.54661017,109793.15865385,382709.54347826,916,873,272,92,568,16,284,43
0.7,0,1,11,199,149183.24126074,159919.54661017,108939.20192308,382911.69565217,934,829,232,90,626,14,290,105
0.7,0,1,11,200,148454.99369628,158925.87288136,108029.93269231,381193.42391304,945,871,248,68,655,26,279,74
0.7,0,1,12,0,239169.9713467,266217.58474576,193210.69711538,461214.67391304,0,0,0,0,0,0,0,0
0.7,0,1,12,1,239253.18051576,266295.23305085,193281.49038462,461370.92391304,796,799,243,75,478,0,230,-3
0.7,0,1,12,2,238140.51575931,264271.61016949,192299.27884615,457738.58695652,873,912,260,58,555,0,241,-39
0.7,0,1,12,3,236172.65558739,261388.30084746,191145.98076923,452381.09782609,923,1003,245,65,613,0,260,-80
0.7,0,1,12,4,235470.73467049,259508.98728814,189609.89903846,448253.69565217,897,1095,240,87,662,92,261,-198
0.7,0,1,12,5,229936.23381089,251521.09745763,185364.89423077,434364.57608696,934,977,238,80,664,48,233,-43
0.7,0,1,12,6,228342.7713467,249495.79237288,184111.02884615,429668.0326087,986,982,245,84,687,30,247,4
0.7,0,1,12,7,224978.07449857,246660.5,181694.76442308,421532.9673913,1024,1004,232,80,746,34,240,20
0.7,0,1,12,8,223709.10716332,244979.97457627,180617.73557692,417641.35869565,1066,1019,234,73,786,27,238,47
0.7,0,1,12,9,219097.5747851,239552.88983051,177430.04326923,407855.9673913,1130,1047,252,73,833,28,233,83
0.7,0,1,12,10,216383.29627507,236570.8559322,175061.36057692,403618.61956522,1206,1046,274,72,880,20,250,160
0.7,0,1,12,11,214133.24240688,234328.51694915,174229.86057692,399325.10869565,1271,1048,264,75,947,15,259,223
0.7,0,1,12,12,209896.96275072,226879.50423729,171142.36057692,390158.08695652,1341,1013,262,80,1021,22,250,328
0.7,0,1,12,13,205525.06131805,222510.09322034,166683.74519231,381785.2826087,1396,986,251,77,1094,26,247,410
0.7,0,1,12,14,206434.02636103,223106.55932203,168030.64423077,382895.4673913,1430,999,228,75,1150,23,246,431
0.7,0,1,12,15,203799.53467049,220077.64830508,166061.53846154,377196.33695652,1464,1007,257,62,1168,23,262,457
0.7,0,1,12,16,200977.74899713,217745.48305085,163341.04326923,373555.25,1494,973,225,75,1218,24,246,521
0.7,0,1,12,17,199257.99885387,216307.00423729,161592.22115385,370362.07608696,1552,1022,256,63,1253,20,241,530
0.7,0,1,12,18,196489.29283668,211919.60169492,159781.34134615,362998.92391304,1637,1021,274,73,1306,16,246,616
0.7,0,1,12,19,194566.39083095,209102.14830508,158726.65384615,358471.83695652,1696,1047,241,80,1398,23,239,649
0.7,0,1,12,20,190731.48194842,205468.38559322,156715.65384615,350392.58695652,1765,1027,253,88,1432,8,264,738
0.7,0,1,12,21,188088.95816619,202497.70338983,155135.86057692,344224.90217391,1801,1006,246,81,1494,20,271,795
0.7,0,1,12,22,184403.53696275,197992.74576271,153580.41346154,336818.2826087,1844,1013,250,82,1538,26,263,831
0.7,0,1,12,23,182189.25616046,195584.27966102,152735.34615385,331727.13043478,1900,995,239,80,1592,11,252,905
0.7,0,1,12,24,179749.85673352,193129.19491525,151328.75961538,327272.2173913,1958,989,248,83,1638,11,262,969
0.7,0,1,12,25,177193.80630372,189124.22033898,148456.80769231,319336.43478261,2002,997,246,66,1705,15,253,1005
0.7,0,1,12,26,174400.39885387,185458.36864407,146453.6875,312047.32608696,2075,1040,253,80,1756,14,246,1035
0.7,0,1,12,27,172421.34555874,183910.47881356,145606.45673077,308650.98913043,2107,1024,228,72,1815,8,260,1083
0.7,0,1,12,28,170045.57020057,181363.22881356,142708.84615385,303654.61956522,2137,1038,230,68,1851,12,256,1099
0.7,0,1,12,29,168743.69512894,178755.98728814,140942.96153846,301428.08695652,2206,1064,246,65,1901,6,236,1142
0.7,0,1,12,30,166308.34613181,177708.11016949,139291.07211538,297613.31521739,2268,1057,249,77,1960,18,246,1211
0.7,0,1,12,31,162704.77020057,174545.79661017,136532.64423077,291183.25,2354,1054,263,88,2007,4,261,1300
0.7,0,1,12,32,161015.14498567,173612.13983051,134793.45192308,288674.48913043,2410,1062,237,92,2086,5,268,1348
0.7,0,1,12,33,160049.33868195,170892.59745763,133306.23076923,287519.20652174,2463,1036,244,82,2149,12,261,1427
0.7,0,1,12,34,158562.15014327,169362.81779661,131388.625,282887.18478261,2508,1066,241,80,2203,16,260,1442
0.7,0,1,12,35,156461.41432665,167915.21610169,130038.375,279884.79347826,2572,1018,257,90,2238,13,270,1554
0.7,0,1,12,36,155647.6034384,167126.90254237,129457.82692308,280118.61956522,2618,985,245,82,2310,19,262,1633
0.7,0,1,12,37,154276.63724928,165767.69915254,128198.96153846,278594.08695652,2670,965,253,89,2342,14,276,1705
0.7,0,1,12,38,153719.36504298,164645.65254237,127909.12980769,277573.0326087,2706,961,233,71,2405,3,265,1745
0.7,0,1,12,39,152729.53581662,163928.47033898,127422.88461538,277011.47826087,2755,964,230,79,2459,13,247,1791
0.7,0,1,12,40,151580.04355301,162595.21186441,126753.58653846,275603.89130435,2800,964,234,69,2509,12,246,1836
0.7,0,1,12,41,151526.92951289,161620.5,126629.09134615,275452.34782609,2858,997,218,93,2553,6,247,1861
0.7,0,1,12,42,149726.38624642,160361.01694915,126168.71634615,271741.55434783,2906,1001,237,83,2604,18,254,1905
0.7,0,1,12,43,148002.20974212,158963.07627119,125387.58653846,269244.81521739,2964,990,258,76,2650,20,256,1974
0.7,0,1,12,44,145961.5747851,157167.27118644,124105.94711538,265469.42391304,3019,944,247,82,2695,5,269,2075
0.7,0,1,12,45,144115.6722063,155352.27118644,123313.39423077,261641.48913043,3072,951,240,79,2759,6,260,2121
0.7,0,1,12,46,143576.65329513,154198.6779661,122560.01923077,260623.7173913,3086,990,220,73,2830,37,242,2096
0.7,0,1,12,47,143443.00974212,154230.70338983,122306.54807692,261313.17391304,3146,978,248,78,2837,17,249,2168
0.7,0,1,12,48,143192.96504298,154293.4279661,122220.39423077,262060.31521739,3195,991,239,70,2891,5,255,2204
0.7,0,1,12,49,143350.92951289,154612.1779661,122362.75961538,263062.15217391,3251,1016,245,57,2963,14,232,2235
0.7,0,1,12,50,143148.60974212,154126.98305085,122105.81730769,262411.60869565,3305,1023,248,67,2998,8,253,2282
0.7,0,1,12,51,142760.01146132,153294.61864407,121218.85096154,261929.04347826,3358,962,258,75,3033,8,272,2396
0.7,0,1,12,52,142395.34670487,153151.4279661,121666.58173077,261952.59782609,3410,974,250,98,3090,28,268,2436
0.7,0,1,12,53,142031.61489971,153139.38135593,121048.44230769,261745.40217391,3438,954,250,89,3133,34,277,2484
0.7,0,1,12,54,141125.68939828,152243.1440678,120191.70673077,261195.84782609,3474,907,251,75,3159,11,279,2567
0.7,0,1,12,55,140939.80057307,151011.43644068,119992.77403846,259628.98913043,3538,908,239,80,3228,9,246,2630
0.7,0,1,12,56,140662.14097421,150414.66525424,119291.03846154,259763.79347826,3519,905,212,85,3262,40,276,2614
0.7,0,1,12,57,140139.63094556,149559.16101695,118762.94230769,258923.75,3476,929,249,85,3273,131,246,2547
0.7,0,1,12,58,140139.36733524,149589.70338983,118957.97115385,259159.4673913,3518,913,238,77,3212,9,264,2605
0.7,0,1,12,59,140163.08767908,149263.83474576,118974.97596154,259847.76086957,3533,927,258,68,3273,66,245,2606
0.7,0,1,12,60,140237.78796562,148837.71610169,119205.75961538,260772.80434783,3573,939,249,55,3279,10,254,2634
0.7,0,1,12,61,140522.86991404,149229.73305085,119557.57692308,262895.2826087,3502,941,236,85,3306,125,267,2561
0.7,0,1,12,62,140959.83724928,149873.64830508,120282.26442308,265074,3559,957,260,77,3239,17,263,2602
0.7,0,1,12,63,142687.21833811,151690.36864407,121583.02884615,269790.95652174,3581,977,223,70,3306,18,253,2604
0.7,0,1,12,64,143324.67163324,152491.61440678,121931.12019231,272415.57608696,3668,967,262,78,3336,8,245,2701
0.7,0,1,12,65,143068.70143266,152423.58050847,121672.68269231,272652.13043478,3602,996,265,82,3406,151,262,2606
0.7,0,1,12,66,144232.5982808,153914.99576271,122780.72596154,275781.43478261,3631,1002,218,82,3343,12,259,2629
0.7,0,1,12,67,144972.14212034,154752,123611.32692308,277474.97826087,3648,990,214,82,3366,14,265,2658
0.7,0,1,12,68,146116.89856734,156239.97033898,124600.73557692,282323.13043478,3691,991,251,67,3387,14,261,2700
0.7,0,1,12,69,146084.31633238,156110.46186441,124777.99038462,281954.29347826,3765,1011,263,71,3442,11,249,2754
0.7,0,1,12,70,146332.80916905,156916.03389831,125311.56730769,283619.68478261,3813,966,251,77,3491,6,274,2847
0.7,0,1,12,71,146406.98452722,157280.22033898,125555.86538462,284562.11956522,3863,952,238,73,3563,11,250,2911
0.7,0,1,12,72,146221.69627507,157042.58050847,125545.57211538,284817.22826087,3894,992,228,58,3615,7,248,2902
0.7,0,1,12,73,145961.85673352,156605.13559322,124728.95673077,284369.75,3958,998,232,81,3653,8,241,2960
0.7,0,1,12,74,146153.96446991,156837.73305085,124966.60096154,285240.2173913,3994,1029,237,67,3719,29,239,2965
0.7,0,1,12,75,144977.96217765,156477.47033898,124308.48557692,283434.29347826,4052,1043,257,73,3744,22,250,3009
0.7,0,1,12,76,144032.21547278,155599.78389831,123476.09615385,282166.2826087,4101,1064,239,77,3792,7,260,3037
0.7,0,1,12,77,143845.25616046,155630.55508475,123393.32211538,282265.95652174,4161,1051,244,73,3857,13,244,3110
0.7,0,1,12,78,143372.56618911,154947.44915254,123193.83173077,281392.59782609,4208,1056,251,71,3900,14,261,3152
0.7,0,1,12,79,143370.8722063,155028.88559322,123426.54807692,281967.23913043,4249,1016,238,78,3940,7,268,3233
0.7,0,1,12,80,143171.87163324,154854.51271186,123241.13461538,281837.10869565,4224,1013,261,75,3988,100,261,3211
0.7,0,1,12,81,142926.70487106,154496.52118644,123191.47115385,281904.16304348,4226,994,246,64,3961,45,263,3232
0.7,0,1,12,82,143265.60458453,155024.74152542,123424.46634615,283251.4673913,4264,1017,235,74,3970,15,256,3247
0.7,0,1,12,83,142478.95931232,154666.78389831,123160.65384615,282160.61956522,4297,1006,267,78,4031,79,233,3291
0.7,0,1,12,84,142402.50773639,154789.86864407,122974.47596154,282153.69565217,4359,989,269,80,4017,7,280,3370
0.7,0,1,12,85,142454.66590258,155057,122942.13461538,282911.52173913,4143,955,244,63,4083,247,276,3188
0.7,0,1,12,86,142594.27163324,155234.71186441,122950.12019231,283777.48913043,4213,969,280,70,3876,13,267,3244
0.7,0,1,12,87,142588.5982808,155580.19067797,122978.98076923,283996.27173913,4271,965,254,84,3947,14,266,3306
0.7,0,1,12,88,141520.53868195,154336.16101695,121875.41346154,280971.97826087,4283,951,237,69,3994,17,277,3332
0.7,0,1,12,89,141643.6469914,154225,121599.25961538,282005.47826087,4337,938,251,79,4015,8,268,3399
0.7,0,1,12,90,140999.11060172,153670.52966102,121060.02403846,280692.43478261,4370,899,241,68,4071,10,266,3471
0.7,0,1,12,91,140756.12378223,153252.6440678,120695.28365385,280369.07608696,4421,916,244,79,4111,13,259,3505
0.7,0,1,12,92,140146.45272206,152734.11864407,120395.70673077,279590.7173913,4467,892,245,78,4153,9,268,3575
0.7,0,1,12,93,139772.2017192,152183.27966102,120223.90384615,279062.61956522,4535,947,266,76,4206,13,261,3588
0.7,0,1,12,94,139321.52206304,151588.1779661,119584.42307692,279100.47826087,4511,973,249,84,4266,88,269,3538
0.7,0,1,12,95,139013.94613181,151487.73305085,119316.33173077,279036.79347826,4497,976,227,75,4225,30,286,3521
0.7,0,1,12,96,139196.84126074,151470.34322034,119125.21634615,280713.86956522,4532,971,230,69,4247,14,250,3561
0.7,0,1,12,97,139050.76446991,151574.8220339,119246.86538462,281533.34782609,4609,975,258,67,4293,9,239,3634
0.7,0,1,12,98,139078.45501433,151707.86864407,119006.37980769,283202.2173913,4656,971,228,67,4373,12,236,3685
0.7,0,1,12,99,138318.40687679,151167.61016949,118119.37019231,282643.92391304,4676,968,246,57,4399,26,257,3708
0.7,0,1,12,100,137211.85100287,149824.38135593,116793.62980769,280137.64130435,4669,983,232,81,4419,63,257,3686
0.7,0,1,12,101,136951.46361032,149862.30084746,116220.19711538,280156.09782609,4757,1002,277,72,4412,4,257,3755
0.7,0,1,12,102,136161.50143266,148918.52118644,115631.12019231,279200.57608696,4817,982,260,75,4487,5,270,3835
0.7,0,1,12,103,135735.88309456,148410.46610169,114981.78846154,278450.68478261,4876,1008,250,78,4550,2,267,3868
0.7,0,1,12,104,135277.57936963,148228.46610169,114706.55288462,277841.94565217,4909,986,228,78,4609,6,267,3923
0.7,0,1,12,105,135002.59713467,147960.63135593,114102.70192308,277902.79347826,4935,968,233,78,4636,12,273,3967
0.7,0,1,12,106,134366.0217765,147372.62288136,113519.17788462,276971.70652174,5008,1007,273,72,4674,11,261,4001
0.7,0,1,12,107,134276.80916905,147375.22457627,113354.86057692,277276.35869565,5048,974,248,84,4726,10,282,4074
0.7,0,1,12,108,133932.9765043,147562.13983051,113067.32692308,278224.5326087,5106,986,255,86,4776,11,272,4120
0.7,0,1,12,109,133615.8234957,148023.15677966,112803.69230769,279414.41304348,5161,955,253,81,4830,3,276,4206
0.7,0,1,12,110,133855.99312321,148858.99576271,112802.96153846,280983.59782609,5203,968,253,77,4895,22,266,4235
0.7,0,1,12,111,134150.30601719,149360.72457627,112755.40865385,283123.79347826,5237,947,224,87,4936,10,267,4290
0.7,0,1,12,112,134241.29512894,150027.97457627,112849.89903846,284885.13043478,5299,955,241,89,4976,7,261,4344
0.7,0,1,12,113,133829.31575931,149613.24576271,112414.82211538,285452.9673913,5316,931,240,64,5029,17,270,4385
0.7,0,1,12,114,134286.63610315,150161.74576271,112401.42307692,288459.91304348,5278,960,255,76,5054,107,262,4318
0.7,0,1,12,115,134231.48424069,150147.12288136,112161.99519231,289628.52173913,5309,961,227,86,5013,17,265,4348
0.7,0,1,12,116,134119.0739255,149964.05084746,111897.02403846,290809.90217391,5330,953,243,74,5022,9,287,4377
0.7,0,1,12,117,135218.25329513,151038.61016949,112479.25,294783.35869565,5367,981,251,75,5066,25,264,4386
0.7,0,1,12,118,135698.49398281,151591.97033898,112609.51923077,297316.79347826,5427,983,253,80,5099,5,268,4444
0.7,0,1,12,119,134795.99770774,150647.55932203,111861.05769231,295834.40217391,5470,981,241,91,5152,14,275,4489
0.7,0,1,12,120,135442.17994269,150892.97457627,111918.17307692,299685.20652174,5494,1012,234,70,5205,15,265,4482
0.7,0,1,12,121,134832.34613181,150411.75423729,111595.57211538,299207,5537,1001,248,71,5225,7,269,4536
0.7,0,1,12,122,135033.80859599,150497.40254237,111511.14423077,301691.16304348,5590,981,246,92,5261,9,276,4609
0.7,0,1,12,123,135329.4487106,150886.3940678,111761.32211538,303172.11956522,5615,986,257,90,5316,48,274,4629
0.7,0,1,12,124,136228.98338109,151736.85169492,112462.73076923,306292.64130435,5655,961,254,79,5337,15,278,4694
0.7,0,1,12,125,135371.97707736,150714.42372881,111636.50480769,305896.2173913,5686,932,248,75,5370,7,285,4754
0.7,0,1,12,126,136066.20974212,151598.47457627,111923.48076923,309549.95652174,5743,954,263,75,5410,5,276,4789
0.7,0,1,12,127,137092.70372493,153121.90254237,112739.59615385,314143.54347826,5779,962,255,80,5452,8,291,4817
0.7,0,1,12,128,139136.68997135,156113.42372881,114194.8125,322735.22826087,5798,923,257,85,5493,37,286,4875
0.7,0,1,12,129,139552.37363897,156323.36016949,114147.30769231,324183.43478261,5809,928,246,82,5529,48,269,4881
0.7,0,1,12,130,140309.58395415,157975.94491525,114906.44230769,327693.25,5525,939,230,85,5532,322,277,4586
0.7,0,1,12,131,140755.98395415,157950.84322034,114597.75961538,329385.2826087,5473,950,258,81,5260,126,265,4523
0.7,0,1,12,132,141670.4504298,158764.9279661,115360.02884615,330977.79347826,5399,935,261,79,5190,131,283,4464
0.7,0,1,12,133,142787.2504298,159801.56779661,115805.03846154,335343.58695652,883,904,256,78,5122,4573,277,-21
0.7,0,1,12,134,143736.85501433,161134.47033898,116744.01923077,337718.7173913,900,887,247,64,597,8,286,13
0.7,0,1,12,135,143486.53753582,161111.91525424,116262.60096154,339111,953,881,246,95,618,6,282,72
0.7,0,1,12,136,143861.02005731,161585.20338983,116748.49038462,339099.17391304,1006,897,250,77,689,10,264,109
0.7,0,1,12,137,144346.08825215,162363.70762712,117025.64423077,341269.29347826,1021,898,225,71,733,8,273,123
0.7,0,1,12,138,145026.01948424,163148.08050847,117442.54326923,343670.51086957,831,911,241,89,755,254,266,-80
0.7,0,1,12,139,145509.28595989,163516.84745763,117545.14423077,345231.06521739,904,933,275,82,564,17,267,-29
0.7,0,1,12,140,144944.89169054,162069.02118644,116714.625,343894.42391304,916,922,238,67,623,12,281,-6
0.7,0,1,12,141,143253.07048711,160506.80084746,115798.09134615,337329.92391304,923,928,237,89,651,54,265,-5
0.7,0,1,12,142,144061.91174785,162175.83898305,116331.33173077,340693.86956522,843,945,240,74,648,119,275,-102
0.7,0,1,12,143,144309.24011461,162657.40254237,116189.75480769,341360.69565217,712,955,238,89,584,199,259,-243
0.7,0,1,12,144,143835.46361032,161988.86440678,115729.27884615,339645.77173913,780,915,284,84,434,22,278,-135
0.7,0,1,12,145,143343.80057307,161619.03813559,115296.44711538,338661.44565217,677,875,258,81,477,139,303,-198
0.7,0,1,12,146,142945.51060172,160811.97033898,114396.78846154,336804.0326087,705,914,246,74,411,26,266,-209
0.7,0,1,12,147,142361.5747851,159900.73305085,113885.55769231,334230.08695652,694,868,241,84,419,50,286,-174
0.7,0,1,12,148,142562.16160458,159997.55932203,113767.26923077,334843.65217391,753,891,260,88,424,19,270,-138
0.7,0,1,12,149,142206.18452722,159434.48305085,113291.9375,334452.76086957,732,900,255,83,466,72,287,-168
0.7,0,1,12,150,141223.67449857,158164.30508475,112399.24519231,332078.40217391,767,892,244,90,442,9,290,-125
0.7,0,1,12,151,141257.37077364,157928.27966102,112409.87980769,332570.47826087,740,882,241,79,496,76,271,-142
0.7,0,1,12,152,141088.60744986,157379.89830508,112140.08173077,331018.75,787,879,243,91,463,10,277,-92
0.7,0,1,12,153,140687.42234957,156605.58474576,111858.67788462,330191,770,861,243,103,500,76,287,-91
0.7,0,1,12,154,140645.56561605,155712.83898305,111784.44711538,329571.31521739,695,844,232,89,476,102,294,-149
0.7,0,1,12,155,140536.52722063,155692.16525424,111507.40865385,330526.08695652,774,887,259,92,430,7,265,-113
0.7,0,1,12,156,140477.65959885,155184.99576271,111302.02884615,330336.34782609,737,893,246,88,493,90,281,-156
0.7,0,1,12,157,140968.89398281,155035.03389831,111232.16346154,331150.48913043,759,921,259,88,444,32,293,-162
0.7,0,1,12,158,141583.73868195,155378.01271186,111342.86538462,332692.32608696,815,888,244,102,477,8,282,-73
0.7,0,1,12,159,142590.40229226,155965.32627119,111657.96153846,335953,852,897,249,76,542,15,273,-45
0.7,0,1,12,160,143250.11805158,156783.61440678,111813.26442308,338983.27173913,867,865,244,89,571,37,281,2
0.7,0,1,12,161,143316.90315186,156784.5,111956.49038462,338393.55434783,873,887,225,80,600,32,267,-14
0.7,0,1,12,162,143357.71002865,156986.08474576,111810.88942308,339046.47826087,838,888,248,77,601,88,272,-50
0.7,0,1,12,163,143578.8722063,157036.55932203,111561.13461538,340718.22826087,833,896,243,81,568,59,270,-63
0.7,0,1,12,164,143882.69340974,157230.22457627,111298.80288462,342605.32608696,858,893,239,71,572,24,261,-35
0.7,0,1,12,165,144406.33581662,157089.63135593,111086.95673077,344996.66304348,915,909,258,91,589,23,269,6
0.7,0,1,12,166,141377.2034384,156283.31779661,110573.66346154,334262.55434783,878,904,237,88,644,91,272,-26
0.7,0,1,12,167,141550.63610315,156361.69067797,110551.71634615,336009.58695652,697,912,241,78,601,223,279,-215
0.7,0,1,12,168,141697.58853868,156953.96610169,110570.70192308,336456.27173913,683,890,231,94,410,52,289,-207
0.7,0,1,12,169,141843.6974212,157511.1059322,110761.24519231,337811.25,611,917,234,87,407,117,278,-306
