d,s,time,intercept,bathrooms,bathrooms.2,age,age.2,SQFT,SQFT.2,lotsize,lotsize.2,newhome,postFirm,FP100,FP500,coastalFront,log.distAmen.,log.distCBD.,log.distHwy.,log.distPark.,town1M,town15B,R2,regCode,i
2,3,40,14.150086,0.175521,-0.022009,-0.005856,4.1e-05,0.000719,0,0.131675,-0.003329,-0.196674,-0.098578,-0.000365,-0.018725,0.494128,-0.121107,-0.299672,-0.009939,0.098081,0,0,0.997782,1,1
2,3,41,14.239227,0.185844,-0.024116,-0.005386,3.9e-05,0.000718,0,0.132308,-0.003359,-0.214508,-0.092892,0.005374,-0.016467,0.503805,-0.11938,-0.321698,-0.010555,0.10867,0,0,0.997705,1,1
2,3,42,14.305168,0.197417,-0.026085,-0.005135,3.8e-05,0.000707,0,0.1335,-0.00339,-0.22052,-0.091006,0.005229,-0.022534,0.508292,-0.116733,-0.327205,-0.012187,0.106312,0,0,0.997806,1,1
2,3,43,14.446883,0.222458,-0.032128,-0.00452,3.3e-05,0.000699,0,0.137462,-0.003528,-0.221824,-0.088195,0.004751,-0.024409,0.51604,-0.114631,-0.348302,-0.01159,0.108389,0,0,0.997823,1,1
2,3,44,14.506485,0.228652,-0.033012,-0.004462,3.3e-05,0.000682,0,0.137793,-0.003528,-0.225459,-0.082963,0.00854,-0.023742,0.511212,-0.115366,-0.339718,-0.014699,0.09725,0,0,0.997772,1,1
2,3,45,14.574337,0.242613,-0.03621,-0.004356,3.3e-05,0.000649,0,0.138207,-0.003527,-0.234111,-0.077138,0.010047,-0.023274,0.519434,-0.116338,-0.338139,-0.017745,0.093098,0,0,0.997708,1,1
2,3,46,14.594676,0.231439,-0.033929,-0.004179,3.1e-05,0.000672,0,0.13788,-0.003508,-0.248044,-0.069455,0.013431,-0.023578,0.522184,-0.115558,-0.34741,-0.018831,0.100534,0,0,0.996974,1,1
2,3,47,14.581021,0.217786,-0.029,-0.004249,3.1e-05,0.000668,0,0.138224,-0.003537,-0.255098,-0.075483,0.016683,-0.021149,0.5289,-0.116336,-0.349945,-0.018103,0.107527,0,0,0.996271,1,1
2,3,48,14.60374,0.218934,-0.029154,-0.003692,2.8e-05,0.000664,0,0.14015,-0.003593,-0.268085,-0.05974,0.014808,-0.02647,0.538063,-0.113078,-0.359217,-0.017394,0.109945,0,0,0.997507,1,1
2,3,49,14.583904,0.219013,-0.029165,-0.003539,2.7e-05,0.000667,0,0.140417,-0.0036,-0.281474,-0.060723,0.0148,-0.024977,0.540055,-0.111783,-0.358861,-0.019233,0.112323,0,0,0.997669,1,1
2,3,50,14.60308,0.208509,-0.027096,-0.004216,3e-05,0.000659,0,0.141777,-0.003645,-0.28435,-0.073285,0.01623,-0.023014,0.552539,-0.111463,-0.355581,-0.020145,0.113398,0,0,0.997586,1,1
2,3,51,14.577959,0.200794,-0.024323,-0.003516,2.5e-05,0.000653,0,0.142601,-0.003657,-0.295395,-0.0669,0.013995,-0.022591,0.559548,-0.108305,-0.36061,-0.018665,0.117206,0,0,0.997408,1,1
2,3,52,14.665127,0.209233,-0.024993,-0.003426,2.4e-05,0.000643,0,0.146045,-0.003735,-0.30584,-0.070385,0.017374,-0.021713,0.562782,-0.108168,-0.363383,-0.020013,0.112811,0,0,0.997648,1,1
2,3,53,14.879947,0.216398,-0.02662,-0.00375,2.4e-05,0.000617,0,0.149676,-0.003921,-0.315207,-0.083191,0.024288,-0.022604,0.55883,-0.108542,-0.385642,-0.022453,0.120514,0,0,0.997655,1,1
2,3,54,14.899803,0.227782,-0.028223,-0.003563,2.1e-05,0.000592,0,0.149347,-0.003871,-0.335434,-0.088657,0.028584,-0.016591,0.556837,-0.110302,-0.371007,-0.027707,0.110111,0,0,0.99736,1,1
2,3,55,14.985578,0.257409,-0.037653,-0.003201,1.9e-05,0.000596,0,0.149771,-0.003853,-0.355796,-0.078864,0.030339,-0.018954,0.562626,-0.109785,-0.380318,-0.028857,0.108184,0,0,0.997491,1,1
2,3,56,15.001096,0.25554,-0.036074,-0.003566,2.1e-05,0.000607,0,0.150444,-0.003877,-0.367199,-0.082614,0.030703,-0.015231,0.560042,-0.112417,-0.379766,-0.03006,0.110832,0,0,0.997248,1,1
2,3,57,15.017283,0.259768,-0.036998,-0.003179,1.8e-05,0.00059,0,0.151826,-0.00389,-0.382515,-0.082754,0.036559,-0.007272,0.564757,-0.113491,-0.376046,-0.030843,0.107113,0,0,0.996432,1,1
2,3,58,15.070635,0.255661,-0.035815,-0.00277,1.5e-05,0.000582,0,0.152376,-0.003902,-0.395936,-0.080357,0.042679,-0.005359,0.565669,-0.11498,-0.373707,-0.033465,0.102915,0,0,0.997393,1,1
2,3,59,15.008998,0.254884,-0.036698,-0.002418,1.2e-05,0.000585,0,0.151316,-0.003863,-0.402078,-0.073283,0.045066,-0.001743,0.569066,-0.111399,-0.363262,-0.034861,0.096404,0,0,0.997563,1,1
2,3,60,15.038629,0.24337,-0.035573,-0.002431,1.1e-05,0.000605,0,0.151185,-0.00387,-0.397854,-0.074528,0.047623,-0.000286,0.572991,-0.110281,-0.360234,-0.037367,0.091778,0,0,0.997286,1,1
2,4,0,11.337,0.108,-0.011,-0.01,9.4e-05,0.001,-0.00011,0.03,0.00019,-0.059,-0.022,-0.078,-0.062,0.314,-0.106,-0.00038,0.005,-0.001,-0.478,0,0,0,0
2,4,1,11.388007,0.09764,-0.008117,-0.00966,9e-05,0.001,0,0.031621,0.000159,-0.06136,-0.020526,-0.07954,-0.06012,0.323556,-0.105211,-0.005027,0.004197,0.001639,0,0,0.999428,0,0
2,4,2,11.392515,0.091251,-0.007487,-0.009701,8.9e-05,0.001005,0,0.029037,0.000196,-0.06933,-0.029084,-0.075884,-0.060553,0.315816,-0.10488,-0.010786,0.004759,0.009989,0,0,0.997422,1,1
2,4,3,11.597707,0.086755,-0.007158,-0.00958,8.7e-05,0.001015,0,0.035567,-4.6e-05,-0.069467,-0.029138,-0.074465,-0.056636,0.327793,-0.107003,-0.026663,0.004812,0.00712,0,0,0.998683,1,1
2,4,4,11.736883,0.080189,-0.006744,-0.009644,8.7e-05,0.001008,0,0.039625,-0.000197,-0.071757,-0.031955,-0.06835,-0.056326,0.327647,-0.106248,-0.037161,0.003672,0.006442,0,0,0.997853,1,1
2,4,5,11.84576,0.091998,-0.009205,-0.009093,8.3e-05,0.001008,0,0.040386,-0.000211,-0.069115,-0.022828,-0.065224,-0.055149,0.338341,-0.108001,-0.044587,0.002538,0.003094,0,0,0.998238,1,1
2,4,6,11.889645,0.094416,-0.009991,-0.009141,8.2e-05,0.001007,0,0.041837,-0.000252,-0.072794,-0.027679,-0.067748,-0.057789,0.339893,-0.111621,-0.037963,0.000401,-0.001979,0,0,0.998445,1,1
2,4,7,11.928738,0.111795,-0.014967,-0.009339,8.3e-05,0.001009,0,0.046436,-0.00057,-0.072993,-0.036757,-0.065887,-0.057259,0.346152,-0.111454,-0.041512,0.000891,-0.002691,0,0,0.998472,1,1
2,4,8,12.02113,0.110953,-0.014605,-0.008881,8e-05,0.000986,0,0.048525,-0.000626,-0.078377,-0.029631,-0.066124,-0.055632,0.346062,-0.11369,-0.046986,-0.000456,-0.002221,0,0,0.998206,1,1
2,4,9,12.132225,0.111433,-0.01411,-0.008292,7.6e-05,0.000972,0,0.051098,-0.000718,-0.075091,-0.019089,-0.067112,-0.056166,0.350266,-0.115147,-0.05735,-0.001652,-0.001534,0,0,0.998023,1,1
2,4,10,12.274813,0.099415,-0.012054,-0.008361,7.5e-05,0.000983,0,0.055354,-0.000865,-0.075599,-0.02103,-0.067914,-0.0587,0.357007,-0.116713,-0.066556,-0.001352,-0.004251,0,0,0.998291,1,1
2,4,11,12.417788,0.108072,-0.013689,-0.007611,6.9e-05,0.000973,0,0.058708,-0.000987,-0.07866,-0.011307,-0.065928,-0.054946,0.363928,-0.117246,-0.082072,-0.001666,-0.003426,0,0,0.998299,1,1
2,4,12,12.447308,0.12043,-0.017717,-0.007415,6.6e-05,0.000986,0,0.062512,-0.001099,-0.079202,-0.012861,-0.065837,-0.053155,0.369751,-0.116593,-0.093067,0.000584,0.002168,0,0,0.998678,1,1
2,4,13,12.466132,0.119692,-0.014721,-0.007311,6.6e-05,0.000974,0,0.0641,-0.001149,-0.081638,-0.013432,-0.057689,-0.049532,0.373477,-0.116972,-0.101346,0.000956,0.009666,0,0,0.998083,1,1
2,4,14,12.543526,0.13505,-0.018732,-0.007572,6.8e-05,0.000957,0,0.066558,-0.001223,-0.080859,-0.018851,-0.050414,-0.044656,0.375328,-0.118209,-0.10096,-0.003112,0.007057,0,0,0.998371,1,1
2,4,15,12.589833,0.13822,-0.018937,-0.007326,6.5e-05,0.000966,0,0.069674,-0.001356,-0.080635,-0.017596,-0.053254,-0.045261,0.380169,-0.118481,-0.104094,-0.003944,0.006007,0,0,0.998248,1,1
2,4,16,12.643865,0.151719,-0.021584,-0.007212,6.4e-05,0.00097,0,0.073618,-0.001491,-0.087193,-0.015865,-0.057039,-0.047313,0.392017,-0.117907,-0.116672,-0.003278,0.011706,0,0,0.998213,1,1
2,4,17,12.88681,0.155965,-0.023383,-0.007119,6.3e-05,0.000955,0,0.077326,-0.001636,-0.096434,-0.013144,-0.054658,-0.045866,0.387458,-0.121676,-0.137733,-0.002599,0.012662,0,0,0.998236,1,1
2,4,18,12.98659,0.164874,-0.0253,-0.006966,6e-05,0.000941,0,0.080713,-0.001727,-0.099087,-0.021253,-0.051985,-0.048095,0.383962,-0.125405,-0.143289,-0.00301,0.013013,0,0,0.997955,1,1
2,4,19,13.114585,0.168215,-0.025273,-0.00729,6.2e-05,0.000936,0,0.083354,-0.001794,-0.105006,-0.031207,-0.052001,-0.051329,0.384825,-0.126699,-0.158013,-0.002659,0.01827,0,0,0.997836,1,1
2,4,20,13.24979,0.164529,-0.024314,-0.00731,6.2e-05,0.000936,0,0.087126,-0.001916,-0.109093,-0.032762,-0.049559,-0.053918,0.377973,-0.129941,-0.165869,-0.003544,0.017221,0,0,0.998137,1,1
2,4,21,13.327612,0.164162,-0.023988,-0.007177,6e-05,0.000948,0,0.089726,-0.002037,-0.107022,-0.02966,-0.044688,-0.054482,0.380715,-0.126984,-0.177619,-0.004169,0.019314,0,0,0.998157,1,1
2,4,22,13.396368,0.157765,-0.021826,-0.007752,6.4e-05,0.000945,0,0.093976,-0.002191,-0.113608,-0.042861,-0.043886,-0.051824,0.381795,-0.126242,-0.18539,-0.006103,0.025751,0,0,0.997992,1,1
2,4,23,13.425432,0.160348,-0.022924,-0.007717,6.4e-05,0.00093,0,0.094333,-0.002198,-0.117593,-0.039986,-0.042741,-0.047447,0.3886,-0.12359,-0.185681,-0.007326,0.023687,0,0,0.998098,1,1
2,4,24,13.49013,0.139904,-0.017926,-0.008127,6.6e-05,0.00092,0,0.094655,-0.002199,-0.122889,-0.047194,-0.040006,-0.042207,0.395597,-0.122666,-0.194571,-0.006754,0.03105,0,0,0.998089,1,1
2,4,25,13.589219,0.135245,-0.017634,-0.008172,6.6e-05,0.000921,0,0.095327,-0.002197,-0.127914,-0.04914,-0.039518,-0.042223,0.400847,-0.123042,-0.204657,-0.007375,0.034628,0,0,0.998107,1,1
2,4,26,13.666134,0.135784,-0.017664,-0.008231,6.5e-05,0.000914,0,0.096983,-0.002228,-0.126616,-0.052087,-0.039304,-0.041947,0.409806,-0.122888,-0.207865,-0.009208,0.034031,0,0,0.998255,1,1
2,4,27,13.739614,0.138568,-0.018516,-0.008512,6.6e-05,0.000904,0,0.098312,-0.002265,-0.12538,-0.054546,-0.040679,-0.048391,0.411256,-0.122736,-0.212803,-0.012527,0.037284,0,0,0.998056,1,1
2,4,28,13.820794,0.132591,-0.017546,-0.008442,6.6e-05,0.000908,0,0.100709,-0.002367,-0.13044,-0.047307,-0.039425,-0.050327,0.416266,-0.121455,-0.216354,-0.014203,0.03388,0,0,0.998086,1,1
2,4,29,13.761752,0.140259,-0.01924,-0.007564,6e-05,0.000908,0,0.104253,-0.002454,-0.13191,-0.035142,-0.041798,-0.05289,0.421309,-0.118802,-0.218842,-0.013817,0.03781,0,0,0.997939,1,1
2,4,30,13.827905,0.143703,-0.021399,-0.007637,6e-05,0.000904,0,0.10556,-0.002467,-0.140286,-0.03528,-0.043635,-0.047625,0.433504,-0.116686,-0.230241,-0.012064,0.041779,0,0,0.997727,1,1
2,4,31,13.865387,0.141202,-0.020734,-0.007313,5.8e-05,0.00092,0,0.106998,-0.002517,-0.151076,-0.033725,-0.04603,-0.045061,0.4413,-0.117038,-0.243769,-0.011924,0.051852,0,0,0.998023,1,1
2,4,32,13.891175,0.127526,-0.016893,-0.006481,5.3e-05,0.000922,0,0.107483,-0.002533,-0.154776,-0.017474,-0.049829,-0.046761,0.445537,-0.115899,-0.257733,-0.013085,0.062535,0,0,0.997747,1,1
2,4,33,13.939322,0.124749,-0.017542,-0.007083,5.7e-05,0.000926,0,0.111526,-0.002667,-0.155981,-0.026838,-0.051185,-0.047883,0.450126,-0.118404,-0.257815,-0.014222,0.063846,0,0,0.997934,1,1
2,4,34,14.121464,0.114572,-0.014473,-0.007261,5.7e-05,0.000925,0,0.114271,-0.002751,-0.157191,-0.029946,-0.044289,-0.047765,0.459152,-0.117138,-0.271019,-0.015357,0.061364,0,0,0.997942,1,1
2,4,35,14.175996,0.100346,-0.009853,-0.006837,5.4e-05,0.000934,0,0.118307,-0.002913,-0.155809,-0.028029,-0.041554,-0.047183,0.455373,-0.118541,-0.280107,-0.017296,0.067706,0,0,0.997961,1,1
2,4,36,14.217991,0.094458,-0.007905,-0.006187,5e-05,0.00093,0,0.120222,-0.002959,-0.158513,-0.010518,-0.04164,-0.048465,0.460737,-0.117959,-0.287037,-0.016591,0.068026,0,0,0.997239,1,1
2,4,37,14.269776,0.095819,-0.009697,-0.005887,4.8e-05,0.000919,0,0.120338,-0.002965,-0.159695,-0.009509,-0.044128,-0.04827,0.464614,-0.116198,-0.289784,-0.017512,0.066049,0,0,0.997779,1,1
2,4,38,14.26118,0.086041,-0.005629,-0.006108,4.8e-05,0.000899,0,0.120621,-0.002955,-0.160826,-0.018676,-0.039169,-0.039791,0.46192,-0.119352,-0.279761,-0.019376,0.064964,0,0,0.998082,1,1
2,4,39,14.288491,0.079879,-0.00199,-0.005937,4.6e-05,9e-04,0,0.120919,-0.002966,-0.161601,-0.023424,-0.036872,-0.039509,0.472736,-0.117222,-0.2929,-0.019752,0.07592,0,0,0.997988,1,1
2,4,40,14.32745,0.080112,-0.003484,-0.005681,4.4e-05,0.000893,0,0.122976,-0.003042,-0.177029,-0.020777,-0.03858,-0.041041,0.482656,-0.115629,-0.295804,-0.019527,0.074693,0,0,0.997553,1,1
2,4,41,14.355908,0.06249,0.000713,-0.006183,4.6e-05,0.000883,0,0.124303,-0.003055,-0.186841,-0.030312,-0.034525,-0.037173,0.485108,-0.115177,-0.294294,-0.017909,0.075153,0,0,0.998197,1,1
2,4,42,14.392552,0.042109,0.006173,-0.006145,4.3e-05,0.000887,0,0.124332,-0.003056,-0.186082,-0.040299,-0.030862,-0.04247,0.483642,-0.11392,-0.296537,-0.016684,0.076185,0,0,0.997942,1,1
2,4,43,14.414267,0.035636,0.008045,-0.005429,3.8e-05,0.000904,0,0.125339,-0.003099,-0.183108,-0.038009,-0.026695,-0.040428,0.483639,-0.115379,-0.295677,-0.017227,0.073187,0,0,0.99744,1,1
2,4,44,14.509138,0.042366,0.004797,-0.006187,4.2e-05,0.000907,0,0.128738,-0.003235,-0.186196,-0.049422,-0.022954,-0.042696,0.470184,-0.11354,-0.297917,-0.019902,0.070231,0,0,0.997483,1,1
2,4,45,14.661613,0.029056,0.008582,-0.006516,4.3e-05,0.000909,0,0.133102,-0.003393,-0.186797,-0.05701,-0.027827,-0.044222,0.459892,-0.116907,-0.305435,-0.01891,0.068554,0,0,0.997372,1,1
2,4,46,14.724949,0.01462,0.011881,-0.006061,4e-05,0.000902,0,0.133645,-0.003421,-0.196893,-0.057903,-0.023428,-0.043588,0.457953,-0.114991,-0.311038,-0.018776,0.068228,0,0,0.997809,1,1
2,4,47,14.733115,0.009164,0.013942,-0.005811,3.9e-05,0.00092,0,0.135612,-0.003488,-0.216479,-0.050151,-0.024095,-0.04601,0.457554,-0.114455,-0.324292,-0.019188,0.079758,0,0,0.997931,1,1
2,4,48,14.728864,0.051226,0.002579,-0.005477,3.7e-05,0.00091,0,0.137087,-0.003519,-0.225075,-0.048583,-0.028861,-0.047255,0.460664,-0.115227,-0.331908,-0.019083,0.086153,0,0,0.996638,1,1
2,4,49,14.70413,0.050161,0.004024,-0.005346,3.6e-05,9e-04,0,0.138202,-0.003565,-0.2381,-0.044265,-0.033122,-0.050859,0.474053,-0.111839,-0.329436,-0.019573,0.085052,0,0,0.997025,1,1
2,4,50,14.746865,0.048718,0.004234,-0.005453,3.6e-05,0.000906,0,0.14143,-0.003718,-0.246859,-0.048108,-0.032458,-0.049978,0.479029,-0.111989,-0.332387,-0.020589,0.086181,0,0,0.997734,1,1
2,4,51,14.848602,0.058773,0.001695,-0.005795,3.8e-05,0.000873,0,0.145469,-0.003874,-0.249196,-0.053093,-0.028572,-0.046679,0.473814,-0.114357,-0.337159,-0.020951,0.086261,0,0,0.997687,1,1
2,4,52,14.972103,0.076203,-0.004072,-0.005508,3.7e-05,0.000825,0,0.149053,-0.003943,-0.251921,-0.05139,-0.022805,-0.039939,0.471248,-0.113971,-0.351036,-0.020903,0.088896,0,0,0.997086,1,1
2,4,53,15.08253,0.08486,-0.006697,-0.00564,3.8e-05,0.000894,0,0.14846,-0.003922,-0.265279,-0.04793,-0.019559,-0.039685,0.470629,-0.114421,-0.380635,-0.017795,0.102742,0,0,0.996733,1,1
2,4,54,15.12207,0.117304,-0.018574,-0.006692,4.3e-05,0.000888,0,0.149776,-0.003933,-0.276925,-0.0692,-0.014296,-0.040987,0.483026,-0.110725,-0.366262,-0.019101,0.085889,0,0,0.993819,1,1
2,4,55,15.202237,0.134054,-0.022802,-0.006196,4e-05,0.000883,0,0.15211,-0.00399,-0.288228,-0.055097,-0.014618,-0.038815,0.480261,-0.111199,-0.381815,-0.019665,0.092153,0,0,0.997156,1,1
2,4,56,15.18606,0.155572,-0.027704,-0.006075,3.9e-05,0.000893,0,0.155036,-0.004059,-0.303237,-0.061709,-0.016175,-0.039474,0.481067,-0.113362,-0.387262,-0.018956,0.099358,0,0,0.997231,1,1
2,4,57,15.093227,0.145851,-0.025339,-0.006446,4e-05,0.000929,0,0.1559,-0.004072,-0.290179,-0.073649,-0.023579,-0.038659,0.494937,-0.111825,-0.373099,-0.018621,0.09415,0,0,0.996933,1,1
2,4,58,15.121286,0.184581,-0.036637,-0.00767,4.6e-05,0.000923,0,0.159267,-0.004152,-0.296743,-0.090027,-0.01644,-0.032426,0.50043,-0.110427,-0.376497,-0.018869,0.09778,0,0,0.99676,1,1
2,4,59,15.108249,0.182842,-0.034694,-0.006872,4.2e-05,0.000893,0,0.162438,-0.004228,-0.322166,-0.078791,-0.011688,-0.027429,0.504029,-0.11149,-0.376446,-0.018653,0.098621,0,0,0.997496,1,1
2,4,60,15.193181,0.188683,-0.037542,-0.007323,4.5e-05,0.000876,0,0.179401,-0.006262,-0.346192,-0.080654,-0.010961,-0.023673,0.509645,-0.111737,-0.382488,-0.020172,0.100938,0,0,0.997467,1,1
