runID,random,runNumber,msgOutLevel,worldx,worldy,centerx,centery,buyer,seller,maxBiddingTries,unitTransportCost,neighborhoodSize,budget,sdbudget,search,bid,agr,util,sdp,range,steps,luFile,tpFile,lufile2,tpFile2,agents
249,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,100,0.5,0.2,0.75,2,lu_s_2011_11_24_14_41_15_354_2_1.asc,tprice_2011_11_24_14_41_15_392_2_1.asc,lu_s_2011_11_24_14_41_15_390_2_1.asc,tprice_2011_11_24_14_41_15_396_2_1.asc,trans_2011_11_24_14_40_40_604.csv
250,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,100,0.5,0.3,0.75,2,lu_s_2011_11_24_14_41_51_302_2_1.asc,tprice_2011_11_24_14_41_51_339_2_1.asc,lu_s_2011_11_24_14_41_51_335_2_1.asc,tprice_2011_11_24_14_41_51_342_2_1.asc,trans_2011_11_24_14_41_15_402.csv
251,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,100,0.5,0.4,0.75,2,lu_s_2011_11_24_14_42_22_574_2_1.asc,tprice_2011_11_24_14_42_22_613_2_1.asc,lu_s_2011_11_24_14_42_22_610_2_1.asc,tprice_2011_11_24_14_42_22_616_2_1.asc,trans_2011_11_24_14_41_51_348.csv
252,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,1,100,0.5,0.5,0.75,2,lu_s_2011_11_24_14_42_53_864_2_1.asc,tprice_2011_11_24_14_42_53_963_2_1.asc,lu_s_2011_11_24_14_42_53_908_2_1.asc,tprice_2011_11_24_14_42_54_022_2_1.asc,trans_2011_11_24_14_42_22_622.csv
253,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0,0.75,87,lu_s_2011_11_24_14_48_34_653_87_1.asc,tprice_2011_11_24_14_48_34_684_87_1.asc,lu_s_2011_11_24_14_48_34_682_87_1.asc,tprice_2011_11_24_14_48_34_688_87_1.asc,trans_2011_11_24_14_42_54_198.csv
254,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0.1,0.75,57,lu_s_2011_11_24_14_54_14_724_57_1.asc,tprice_2011_11_24_14_54_14_756_57_1.asc,lu_s_2011_11_24_14_54_14_754_57_1.asc,tprice_2011_11_24_14_54_14_759_57_1.asc,trans_2011_11_24_14_48_34_749.csv
255,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0.2,0.75,54,lu_s_2011_11_24_14_59_34_376_54_1.asc,tprice_2011_11_24_14_59_34_416_54_1.asc,lu_s_2011_11_24_14_59_34_413_54_1.asc,tprice_2011_11_24_14_59_34_418_54_1.asc,trans_2011_11_24_14_54_14_767.csv
256,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0.3,0.75,60,lu_s_2011_11_24_15_06_01_448_60_1.asc,tprice_2011_11_24_15_06_01_486_60_1.asc,lu_s_2011_11_24_15_06_01_482_60_1.asc,tprice_2011_11_24_15_06_01_488_60_1.asc,trans_2011_11_24_14_59_34_425.csv
257,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0.4,0.75,59,lu_s_2011_11_24_15_12_25_266_59_1.asc,tprice_2011_11_24_15_12_25_305_59_1.asc,lu_s_2011_11_24_15_12_25_293_59_1.asc,tprice_2011_11_24_15_12_25_308_59_1.asc,trans_2011_11_24_15_06_01_494.csv
258,52,1,0,61,61,31,31,400,3721,2,1,2,160,0,4000,400,100,0.5,0.5,0.75,54,lu_s_2011_11_24_15_18_56_552_54_1.asc,tprice_2011_11_24_15_18_56_590_54_1.asc,lu_s_2011_11_24_15_18_56_587_54_1.asc,tprice_2011_11_24_15_18_56_593_54_1.asc,trans_2011_11_24_15_12_25_322.csv
259,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0,0.75,65,lu_s_2011_11_24_15_29_02_818_65_1.asc,tprice_2011_11_24_15_29_02_854_65_1.asc,lu_s_2011_11_24_15_29_02_852_65_1.asc,tprice_2011_11_24_15_29_02_859_65_1.asc,trans_2011_11_24_15_18_56_600.csv
260,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0.1,0.75,54,lu_s_2011_11_24_15_38_29_819_54_1.asc,tprice_2011_11_24_15_38_29_859_54_1.asc,lu_s_2011_11_24_15_38_29_857_54_1.asc,tprice_2011_11_24_15_38_29_862_54_1.asc,trans_2011_11_24_15_29_02_868.csv
261,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0.2,0.75,57,lu_s_2011_11_24_15_48_04_700_57_1.asc,tprice_2011_11_24_15_48_04_766_57_1.asc,lu_s_2011_11_24_15_48_04_735_57_1.asc,tprice_2011_11_24_15_48_04_769_57_1.asc,trans_2011_11_24_15_38_29_867.csv
262,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0.3,0.75,50,lu_s_2011_11_24_15_56_03_358_50_1.asc,tprice_2011_11_24_15_56_03_397_50_1.asc,lu_s_2011_11_24_15_56_03_394_50_1.asc,tprice_2011_11_24_15_56_03_400_50_1.asc,trans_2011_11_24_15_48_04_790.csv
263,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0.4,0.75,60,lu_s_2011_11_24_16_04_45_240_60_1.asc,tprice_2011_11_24_16_04_45_293_60_1.asc,lu_s_2011_11_24_16_04_45_271_60_1.asc,tprice_2011_11_24_16_04_45_296_60_1.asc,trans_2011_11_24_15_56_03_407.csv
264,52,1,0,61,61,31,31,400,3721,2,1,2,160,10,4000,400,100,0.5,0.5,0.75,58,lu_s_2011_11_24_16_13_22_861_58_1.asc,tprice_2011_11_24_16_13_22_892_58_1.asc,lu_s_2011_11_24_16_13_22_890_58_1.asc,tprice_2011_11_24_16_13_22_896_58_1.asc,trans_2011_11_24_16_04_45_302.csv
265,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0,0.75,72,lu_s_2011_11_24_16_23_52_739_72_1.asc,tprice_2011_11_24_16_23_52_772_72_1.asc,lu_s_2011_11_24_16_23_52_769_72_1.asc,tprice_2011_11_24_16_23_52_776_72_1.asc,trans_2011_11_24_16_13_22_903.csv
266,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0.1,0.75,59,lu_s_2011_11_24_16_34_52_924_59_1.asc,tprice_2011_11_24_16_34_52_957_59_1.asc,lu_s_2011_11_24_16_34_52_955_59_1.asc,tprice_2011_11_24_16_34_52_979_59_1.asc,trans_2011_11_24_16_23_52_784.csv
267,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0.2,0.75,60,lu_s_2011_11_24_16_46_14_698_60_1.asc,tprice_2011_11_24_16_46_14_736_60_1.asc,lu_s_2011_11_24_16_46_14_734_60_1.asc,tprice_2011_11_24_16_46_14_742_60_1.asc,trans_2011_11_24_16_34_52_990.csv
268,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0.3,0.75,49,lu_s_2011_11_24_16_55_00_192_49_1.asc,tprice_2011_11_24_16_55_00_226_49_1.asc,lu_s_2011_11_24_16_55_00_194_49_1.asc,tprice_2011_11_24_16_55_00_229_49_1.asc,trans_2011_11_24_16_46_14_753.csv
269,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0.4,0.75,53,lu_s_2011_11_24_17_04_41_514_53_1.asc,tprice_2011_11_24_17_04_41_544_53_1.asc,lu_s_2011_11_24_17_04_41_541_53_1.asc,tprice_2011_11_24_17_04_41_548_53_1.asc,trans_2011_11_24_16_55_00_237.csv
270,52,1,0,61,61,31,31,400,3721,2,1,2,160,20,4000,400,100,0.5,0.5,0.75,59,lu_s_2011_11_24_17_16_27_236_59_1.asc,tprice_2011_11_24_17_16_27_243_59_1.asc,lu_s_2011_11_24_17_16_27_238_59_1.asc,tprice_2011_11_24_17_16_27_280_59_1.asc,trans_2011_11_24_17_04_41_558.csv
271,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0,0.75,96,lu_s_2011_11_24_17_32_47_228_96_1.asc,tprice_2011_11_24_17_32_47_263_96_1.asc,lu_s_2011_11_24_17_32_47_259_96_1.asc,tprice_2011_11_24_17_32_47_265_96_1.asc,trans_2011_11_24_17_16_27_290.csv
272,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0.1,0.75,55,lu_s_2011_11_24_17_44_01_621_55_1.asc,tprice_2011_11_24_17_44_01_658_55_1.asc,lu_s_2011_11_24_17_44_01_656_55_1.asc,tprice_2011_11_24_17_44_01_662_55_1.asc,trans_2011_11_24_17_32_47_284.csv
273,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0.2,0.75,65,lu_s_2011_11_24_17_56_41_667_65_1.asc,tprice_2011_11_24_17_56_41_698_65_1.asc,lu_s_2011_11_24_17_56_41_696_65_1.asc,tprice_2011_11_24_17_56_41_701_65_1.asc,trans_2011_11_24_17_44_01_668.csv
274,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0.3,0.75,65,lu_s_2011_11_24_18_10_18_037_65_1.asc,tprice_2011_11_24_18_10_18_083_65_1.asc,lu_s_2011_11_24_18_10_18_039_65_1.asc,tprice_2011_11_24_18_10_18_124_65_1.asc,trans_2011_11_24_17_56_41_711.csv
275,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0.4,0.75,54,lu_s_2011_11_24_18_20_53_567_54_1.asc,tprice_2011_11_24_18_20_53_642_54_1.asc,lu_s_2011_11_24_18_20_53_635_54_1.asc,tprice_2011_11_24_18_20_53_656_54_1.asc,trans_2011_11_24_18_10_18_155.csv
276,52,1,0,61,61,31,31,400,3721,2,1,2,160,30,4000,400,100,0.5,0.5,0.75,54,lu_s_2011_11_24_18_31_48_815_54_1.asc,tprice_2011_11_24_18_31_48_851_54_1.asc,lu_s_2011_11_24_18_31_48_849_54_1.asc,tprice_2011_11_24_18_31_48_854_54_1.asc,trans_2011_11_24_18_20_53_666.csv
277,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0,0.75,121,lu_s_2011_11_24_18_58_39_122_121_1.asc,tprice_2011_11_24_18_58_39_126_121_1.asc,lu_s_2011_11_24_18_58_39_124_121_1.asc,tprice_2011_11_24_18_58_39_129_121_1.asc,trans_2011_11_24_18_31_48_862.csv
278,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0.1,0.75,60,lu_s_2011_11_24_19_14_49_580_60_1.asc,tprice_2011_11_24_19_14_49_584_60_1.asc,lu_s_2011_11_24_19_14_49_582_60_1.asc,tprice_2011_11_24_19_14_49_586_60_1.asc,trans_2011_11_24_18_58_39_207.csv
279,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0.2,0.75,67,lu_s_2011_11_24_19_28_41_969_67_1.asc,tprice_2011_11_24_19_28_41_973_67_1.asc,lu_s_2011_11_24_19_28_41_971_67_1.asc,tprice_2011_11_24_19_28_41_976_67_1.asc,trans_2011_11_24_19_14_49_592.csv
280,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0.3,0.75,59,lu_s_2011_11_24_19_40_55_723_59_1.asc,tprice_2011_11_24_19_40_55_727_59_1.asc,lu_s_2011_11_24_19_40_55_725_59_1.asc,tprice_2011_11_24_19_40_55_730_59_1.asc,trans_2011_11_24_19_28_41_982.csv
281,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0.4,0.75,49,lu_s_2011_11_24_19_51_26_950_49_1.asc,tprice_2011_11_24_19_51_26_954_49_1.asc,lu_s_2011_11_24_19_51_26_952_49_1.asc,tprice_2011_11_24_19_51_26_956_49_1.asc,trans_2011_11_24_19_40_55_736.csv
282,52,1,0,61,61,31,31,400,3721,2,1,2,160,40,4000,400,100,0.5,0.5,0.75,58,lu_s_2011_11_24_20_03_26_795_58_1.asc,tprice_2011_11_24_20_03_26_800_58_1.asc,lu_s_2011_11_24_20_03_26_797_58_1.asc,tprice_2011_11_24_20_03_26_802_58_1.asc,trans_2011_11_24_19_51_26_966.csv
283,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0,0.75,67,lu_s_2011_11_24_20_14_59_265_67_1.asc,tprice_2011_11_24_20_14_59_269_67_1.asc,lu_s_2011_11_24_20_14_59_267_67_1.asc,tprice_2011_11_24_20_14_59_271_67_1.asc,trans_2011_11_24_20_03_26_832.csv
284,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0.1,0.75,62,lu_s_2011_11_24_20_27_35_900_62_1.asc,tprice_2011_11_24_20_27_35_905_62_1.asc,lu_s_2011_11_24_20_27_35_902_62_1.asc,tprice_2011_11_24_20_27_35_907_62_1.asc,trans_2011_11_24_20_14_59_286.csv
285,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0.2,0.75,63,lu_s_2011_11_24_20_40_26_907_63_1.asc,tprice_2011_11_24_20_40_26_911_63_1.asc,lu_s_2011_11_24_20_40_26_909_63_1.asc,tprice_2011_11_24_20_40_26_913_63_1.asc,trans_2011_11_24_20_27_35_914.csv
286,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0.3,0.75,62,lu_s_2011_11_24_20_53_00_327_62_1.asc,tprice_2011_11_24_20_53_00_332_62_1.asc,lu_s_2011_11_24_20_53_00_329_62_1.asc,tprice_2011_11_24_20_53_00_334_62_1.asc,trans_2011_11_24_20_40_26_923.csv
287,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0.4,0.75,60,lu_s_2011_11_24_21_05_21_497_60_1.asc,tprice_2011_11_24_21_05_21_501_60_1.asc,lu_s_2011_11_24_21_05_21_499_60_1.asc,tprice_2011_11_24_21_05_21_503_60_1.asc,trans_2011_11_24_20_53_00_345.csv
288,52,1,0,61,61,31,31,400,3721,2,1,2,160,50,4000,400,100,0.5,0.5,0.75,59,lu_s_2011_11_24_21_17_52_568_59_1.asc,tprice_2011_11_24_21_17_52_572_59_1.asc,lu_s_2011_11_24_21_17_52_570_59_1.asc,tprice_2011_11_24_21_17_52_574_59_1.asc,trans_2011_11_24_21_05_21_509.csv
